7,5,8.2,51,6.7,0,0,mar
7,4,18,33,0.9,0,0,oct
7,4,14.6,33,1.3,0,0,oct
8,6,8.3,97,4,0.2,0,mar
8,6,11.4,99,1.8,0,0,mar
8,6,22.2,29,5.4,0,0,aug
8,6,24.1,27,3.1,0,0,aug
8,6,8,86,2.2,0,0,aug
8,6,13.1,63,5.4,0,0,sep
7,5,22.8,40,4,0,0,sep
7,5,17.8,51,7.2,0,0,sep
7,5,19.3,38,4,0,0,sep
6,5,17,72,6.7,0,0,aug
6,5,21.3,42,2.2,0,0,sep
6,5,26.4,21,4.5,0,0,sep
6,5,22.9,44,5.4,0,0,sep
5,5,15.1,27,5.4,0,0,mar
8,5,16.7,47,4.9,0,0,oct
6,4,15.9,35,4,0,0,mar
6,4,9.3,44,4.5,0,0,apr
6,4,18.3,40,2.7,0,0,sep
5,4,19.1,38,2.7,0,0,sep
7,4,21,44,4.5,0,0,jun
7,4,19.5,43,5.8,0,0,aug
7,4,23.7,32,5.8,0,0,aug
7,4,16.3,60,5.4,0,0,aug
7,4,19,34,5.8,0,0,sep
7,4,19.4,48,1.3,0,0,sep
6,3,30.2,24,2.7,0,0,sep
6,3,22.8,39,3.6,0,0,sep
6,3,25.4,24,3.6,0,0,sep
6,3,11.2,78,7.6,0,0,sep
6,3,20.6,37,1.8,0,0,sep
6,3,17.7,39,3.6,0,0,sep
6,3,21.2,32,2.7,0,0,sep
6,3,18.2,62,4.5,0,0,sep
6,3,21.7,24,4.5,0,0,oct
7,4,11.3,60,5.4,0,0,oct
7,3,17.8,27,4,0,0,oct
4,4,14.1,43,2.7,0,0,mar
4,4,23.3,37,3.1,0,0,jul
4,4,18.4,42,6.7,0,0,aug
4,4,16.6,54,5.4,0,0,aug
4,4,19.6,48,2.7,0,0,sep
4,4,12.9,74,4.9,0,0,sep
5,6,25.9,24,4,0,0,sep
5,6,14.7,70,3.6,0,0,sep
6,6,23,36,3.1,0,0,jul
4,4,11.8,35,1.8,0,0,mar
4,4,11,46,5.8,0,0,mar
4,4,20.8,17,1.3,0,0,sep
4,3,21.5,34,2.2,0,0,aug
4,3,20.4,42,4.9,0,0,aug
4,3,20.4,42,4.9,0,0,aug
4,3,17.6,45,3.6,0,0,aug
4,3,27.7,24,2.2,0,0,sep
4,3,17.8,63,4.9,0,0,sep
4,3,13.8,50,2.7,0,0,oct
2,2,13.9,40,5.4,0,0,feb
2,2,12.3,51,0.9,0,0,feb
2,2,11.5,39,5.8,0,0,mar
2,2,5.5,59,6.3,0,0,mar
2,2,18.8,35,4.9,0,0,aug
2,2,20.8,33,2.7,0,0,aug
2,2,23.1,31,3.1,0,0,aug
2,2,18.6,44,4.5,0,0,aug
2,2,23,37,4.5,0,0,sep
2,2,19.6,33,5.4,0,0,sep
2,2,19.6,33,6.3,0,0,sep
4,5,17.2,26,4.5,0,0,mar
4,5,15.8,27,7.6,0,0,mar
4,5,17.7,37,3.6,0,0,sep
5,4,15.6,25,6.3,0,0,mar
5,4,17.3,43,4.5,0,0,aug
5,4,27.6,30,1.3,0,0,sep
9,9,6.7,79,3.1,0,0,feb
9,9,15.7,43,3.1,0,0,feb
1,3,8.3,72,3.1,0,0,mar
1,2,14.7,66,2.7,0,0,aug
1,2,21.6,19,6.7,0,0,aug
1,2,19.5,39,6.3,0,0,aug
1,2,17.9,44,2.2,0,0,aug
1,2,18.6,51,4.5,0,0,aug
1,2,16.6,47,0.9,0,0,aug
1,2,20.2,45,3.6,0,0,aug
1,2,21.5,15,0.9,0,0,sep
1,2,25.4,27,2.2,0,0,sep
1,2,22.4,34,2.2,0,0,sep
1,2,25.3,36,3.6,0,0,sep
6,5,17.4,25,4.9,0,0,mar
6,5,14.7,59,5.8,0,0,aug
8,6,17.4,24,5.4,0,0,mar
8,6,20.8,32,6.3,0,0,aug
8,6,18.2,43,4.9,0,0,aug
8,6,23.4,22,2.7,0,0,aug
4,4,17.8,64,1.3,0,0,sep
3,4,12.7,48,1.8,0,0,feb
3,4,17.4,24,5.4,0,0,mar
3,4,11.6,87,4.5,0,0,aug
3,4,19.8,39,5.4,0,0,aug
3,4,19.8,39,5.4,0,0,aug
3,4,14.4,66,5.4,0,0,aug
2,4,20.1,40,4,0,0,aug
2,4,24.1,29,4.5,0,0,sep
2,4,5.3,78,3.1,0,0,jan
4,5,12.7,52,6.3,0,0,mar
4,5,18.2,29,3.1,0,0,mar
4,5,21.4,33,3.1,0,0,aug
4,5,20.3,45,3.1,0,0,sep
4,5,17.4,56,5.4,0,0,sep
4,4,13.7,43,5.8,0,0,mar
3,4,18.8,18,4.5,0,0,mar
3,4,22.8,39,3.6,0,0,sep
3,4,18.9,35,2.7,0,0,sep
3,4,15.8,27,7.6,0,0,mar
3,5,15.5,27,6.3,0,0,mar
3,4,11.6,30,6.3,0,0,mar
3,4,15.2,27,4.9,0,0,mar
3,4,10.6,30,4,0,0,mar
3,4,19.6,36,3.1,0,0,aug
3,4,10.3,74,2.2,0,0,aug
3,4,17.1,43,5.4,0,0,aug
3,4,22.5,42,5.4,0,0,sep
3,4,17.9,45,3.1,0,0,sep
3,4,19.8,50,5.4,0,0,sep
3,4,20.6,24,5.4,0,0,oct
3,5,9,49,2.2,0,0,mar
3,5,17.2,43,3.1,0,0,sep
3,5,15.9,46,3.6,0,0,oct
2,5,15.4,35,0.9,0,0,oct
4,6,15.4,40,2.7,0,0,feb
4,6,14,39,3.1,0,0,mar
4,6,10.6,46,4.9,0,0,mar
4,6,17.6,42,3.1,0,0,sep
3,5,14.9,38,2.7,0,0,mar
3,5,17.6,52,5.8,0,0,aug
3,6,17.2,58,1.3,0,0,sep
3,6,15.6,66,3.1,0,0,sep
9,9,18,42,2.7,0,0.36,jul
1,4,21.7,38,2.2,0,0.43,sep
2,5,21.9,39,1.8,0,0.47,sep
1,2,23.3,31,4.5,0,0.55,aug
8,6,21.2,51,8.9,0,0.61,aug
1,2,16.6,53,5.4,0,0.71,jul
2,5,23.8,32,5.4,0,0.77,aug
6,5,27.4,22,4,0,0.9,aug
5,4,13.2,40,5.4,0,0.95,mar
8,3,24.2,28,3.6,0,0.96,sep
2,2,17.4,43,6.7,0,1.07,aug
8,6,23.7,25,4.5,0,1.12,sep
6,5,23.2,39,5.4,0,1.19,jun
9,9,24.8,29,2.2,0,1.36,jul
3,4,24.6,43,1.8,0,1.43,jul
5,4,20.1,47,4.9,0,1.46,sep
1,5,29.6,27,2.7,0,1.46,sep
7,4,16.4,47,1.3,0,1.56,aug
2,4,28.6,27,2.2,0,1.61,sep
2,2,18.4,45,3.6,0,1.63,aug
2,4,20.5,35,4,0,1.64,aug
7,4,19,34,5.8,0,1.69,sep
7,4,16.1,29,3.1,0,1.75,mar
6,4,20.3,41,4,0,1.9,aug
6,3,15.2,31,8.5,0,1.94,mar
8,6,17.8,56,1.8,0,1.95,sep
8,5,17.8,67,2.2,0,2.01,sep
6,5,5.3,70,4.5,0,2.14,mar
6,5,16.6,47,0.9,0,2.29,aug
6,5,23.4,33,4.5,0,2.51,aug
6,5,14.6,26,9.4,0,2.53,mar
8,6,20.7,45,2.2,0,2.55,aug
5,4,21.9,35,1.8,0,2.57,sep
8,6,17.4,50,4,0,2.69,aug
7,4,20.1,39,5.4,0,2.74,aug
4,4,17.7,39,2.2,0,3.07,sep
1,4,14.2,53,1.8,0,3.5,aug
1,4,20.3,39,4.9,0,4.53,aug
6,5,5.8,54,5.8,0,4.61,apr
2,5,19.2,44,2.7,0,4.69,aug
2,5,18.3,45,2.2,0,4.88,sep
8,6,14.4,66,5.4,0,5.23,aug
1,3,23.9,32,6.7,0,5.33,sep
8,6,19.1,32,4,0,5.44,oct
5,4,12.4,53,2.2,0,6.38,feb
7,4,16.8,45,4.5,0,6.83,oct
8,6,20.8,34,4.9,0,6.96,aug
2,5,17.6,46,3.1,0,7.04,sep
8,6,11.5,39,5.8,0,7.19,mar
1,5,21,42,2.2,0,7.3,sep
6,4,13.3,42,0.9,0,7.4,mar
7,4,11.5,60,4,0,8.24,mar
6,5,11.7,33,4,0,8.31,mar
2,5,24.2,28,2.7,0,8.68,aug
2,2,24.6,22,4.5,0,8.71,aug
4,5,24.3,25,4,0,9.41,sep
2,2,24.6,22,4.5,0,10.01,aug
2,5,23.5,36,5.4,0,10.02,aug
6,5,5.8,54,5.8,0,10.93,apr
4,5,21.5,15,0.9,0,11.06,sep
3,4,13.9,59,6.3,0,11.24,sep
2,4,22.6,38,3.6,0,11.32,sep
1,5,21.6,33,2.2,0,11.53,sep
6,5,12.4,54,3.6,0,12.1,mar
7,4,8.8,68,2.2,0,13.05,feb
8,6,20.2,37,2.7,0,13.7,oct
5,6,15.1,64,4,0,13.99,mar
4,5,22.1,34,1.8,0,14.57,sep
2,2,22.9,31,7.2,0,15.45,aug
7,5,20.7,37,2.2,0,17.2,sep
6,5,19.6,33,6.3,0,19.23,sep
8,3,23.2,26,4.9,0,23.41,sep
4,4,18.4,25,3.1,0,24.23,oct
7,4,5.1,96,5.8,0,26,aug
7,4,20.1,47,4.9,0,26.13,sep
7,3,11,46,5.8,0,27.35,mar
4,4,17,27,4.9,0,28.66,mar
4,4,17,27,4.9,0,28.66,mar
4,4,16.9,60,1.3,0,29.48,sep
1,3,12.4,73,6.3,0,30.32,sep
4,5,19.4,19,1.3,0,31.72,sep
6,5,15.2,27,3.1,0,31.86,mar
8,6,16.2,59,3.1,0,32.07,aug
3,4,18.6,49,3.6,0,35.88,sep
4,3,11,46,5.8,0,36.85,mar
2,2,13.4,79,3.6,0,37.02,jul
7,4,15.4,57,4.5,0,37.71,sep
4,4,22.9,39,4.9,0,48.55,sep
7,5,16.1,44,4,0,49.37,oct
8,6,20.1,34,4.5,0,58.3,aug
4,6,28.3,26,3.1,0,64.1,sep
8,6,16.4,43,4,0,71.3,aug
4,4,26.4,21,4.5,0,88.49,sep
1,5,27.8,27,3.1,0,95.18,sep
6,4,18.7,43,2.7,0,103.39,sep
9,4,24.3,36,3.1,0,105.66,sep
4,5,17.7,25,3.1,0,154.88,sep
8,6,19.6,41,5.8,0,196.48,aug
2,2,18.2,46,1.8,0,200.94,sep
1,2,18.8,40,2.2,0,212.88,sep
6,5,25.1,27,4,0,1090.84,sep
7,5,13.4,75,1.8,0,0,apr
6,3,15.2,51,2.7,0,0,apr
4,4,16.7,20,3.1,0,0,apr
2,4,15.4,66,4,0,10.13,aug
7,4,21.9,73,7.6,1,0,aug
2,4,22.4,54,7.6,0,2.87,aug
3,4,26.8,38,6.3,0,0.76,aug
5,4,25.7,39,5.4,0,0.09,aug
2,4,20.7,70,2.2,0,0.75,aug
